TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
br.com.swconsultoria.nfe.wsdl.NFeInutilizacao.ce.NFeInutilizacao4Stub,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,451,0.3,2,33,178,546780,1712790083104,0.40789473684210525,00001111111111111111111110000000001011111111111111111111111111110000001110000000000000000000000000000001110011100001111111111111111111111111111111111111100100111111000000000000000000000000000000000000000000000000000000000000000000000000011111110111111101100111111111111111111110001111111111100011110000000000000000000000000000000000000000000000000000000000000000011111000111111111111111100000000000000011111000000011000001101000011111000000000110111111111111111000110110011110001111000000000000000000000000000000000000000000000000000000000000000001100100011111111111111110000000000000001111100000001100000110,0.3302325581395349,10101110111111111111110010111101000001000000001100100000000110101110111101010000000000000000000000000000011100011101000000000011110000000110101110010101010000000000000000000000000000010000011101000000000011110000000,1.0,11111111111111,8,2,4,2,0.37745740498034075,1111111111110010111111111111111111111111111111111110000000000011000000000000000111111111111111111111110011111100001111001111111001111010111010111100011111111111111111111111111111000000000000000011111111111111111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111110000011111111110000000000000000000000000000000000000000000001111111111111101101001111010000110000011111100000000011101011110001111111111111111111111111111100000000000000001111111111111111111111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000111111000000000000000000000000000000000000000000000,0.0,00,1.0,111111111111111111111,0.6666666666666666,001110010111111111001,0.3209302325581395,11110111101011101111111110000010100000100000001101000000000111010110111010101000000000000000000000000000011010011010100000000111001000000111010110001010101000000000000000000000000000010000011100100000000110110000000
