TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
br.com.swconsultoria.certificado.CertificadoService,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,577,0.3,2,22,46,620971,1712785821722,0.4076923076923077,0011111011111111111110000111110000001010001111110011011110110000000000000000000111111000000001111100000000000001110000000000000000,0.5789473684210527,11100111100001110000000011111111110110,1.0,111111111111111111,0,0,7,3,0.2222222222222222,110000000000000000000000000000000000000000000000000001011111111101000000011111000000000000001101001,0.0,0000000000000000000000000000000000000000000,1.0,11111111111,0.0,00000000000,0.5789473684210527,10111101100001110000000011110111111101
