TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
br.com.swconsultoria.nfe.wsdl.CadConsultaCadastro.ms.CadConsultaCadastro4Stub,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,451,0.3,2,27,87,533791,1712792803666,0.25493421052631576,00001111111111111111111111111111111111111111111100000000000000000000000000000000000000000011001000000000101111100001111111111110000000000000000000000000000000111111000000000000000000000000000000000000000000000000000000000000000000000000011110000111000000000000101111111000000000001001100110000000000000000000000000000000000000000000000000000000000000000000000000011111000111111111111100000000000000000000000000000000000000001000011100000000000010111111100000000000100110011000000000000000000000000000000000000000000000000000000000000000000000000001111100011111111111111110000000000000001110100000001100000110,0.2186046511627907,10110111101110000111111111111100000001000000000000100000000100000100011101000000000000000000000000000000000000011101000000000010110000000100000100011101000000000000000000000000000000000000011100000000000000000000000,1.0,1111111,6,1,1,1,0.2102496714848883,11111111111100101111111111111111111111111100000000000000000000110000000000000001111111111111111000000000000000000011000011111100111101011101011110001111111111111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000000000111111111111000000000000000000011000011111100111101011101011110001111111111111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000,0.0,00,0.9523809523809523,111111011111111111111,0.5714285714285714,001110010111001111001,0.20930232558139536,11101011011001101111010111101010000100000000000001000000000010000010011011000000000000000000000000000000000000011100100000000010110000000100000010011011000000000000000000000000000000000000011100000000000000000000000
