configuration_id,TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals,Size,Length,MutationScore
Default,br.com.swconsultoria.nfe.schema_4.retInutNFe.TUf,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.925,20,14,4,5,1.0
Default,br.com.swconsultoria.nfe.schema.envEventoAtorInteressado.KeyInfoType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,34,34,6,17,0.5
Default,br.com.swconsultoria.nfe.schema.eventoSuframaVistoria.ReferenceType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,128,128,22,65,0.7142857142857143
Default,br.com.swconsultoria.nfe.schema.eventoSuframaVistoria.TEvento,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,508,508,40,114,0.8280701754385965
Default,br.com.swconsultoria.nfe.schema_4.consSitNFe.SignatureType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,62,62,12,34,0.25
Default,br.com.swconsultoria.nfe.schema.envEventoCancNFe.ReferenceType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,128,128,20,55,0.8571428571428571
Default,br.com.swconsultoria.nfe.schema.resnfe.SignatureValueType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,35,35,6,18,1.0
Default,br.com.swconsultoria.nfe.schema_4.retConsSitNFe.TConsSitNFe,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,89,89,12,33,1.0
Default,br.com.swconsultoria.nfe.schema.eventoSuframaVistoria.TEnvEvento,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.96875,55,52,8,25,1.0
Default,br.com.swconsultoria.nfe.schema_4.consSitNFe.TProtNFe,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9986979166666667,245,242,30,85,0.5833333333333334
Default,br.com.swconsultoria.nfe.schema_4.consReciNFe.X509DataType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,20,20,3,10,1.0
Default,br.com.swconsultoria.nfe.schema.envEventoAtorInteressado.SignatureValueType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,35,35,6,18,1.0
Default,br.com.swconsultoria.nfe.schema_4.retInutNFe.TInutNFe,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,405,405,37,113,0.7606837606837606
Default,br.com.swconsultoria.nfe.schema_4.enviNFe.ReferenceType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,128,128,19,54,0.9523809523809523
Default,br.com.swconsultoria.nfe.schema_4.retInutNFe.TUfEmi,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.925,20,14,4,5,1.0
Default,br.com.swconsultoria.nfe.schema.envEventoCancNFe.ObjectFactory,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,153,132,19,40,1.0
Default,br.com.swconsultoria.nfe.schema_4.retEnviNFe.TUf,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.925,20,14,4,5,1.0
Default,br.com.swconsultoria.nfe.dom.enuns.ManifestacaoEnum,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8179237155388471,118,89,11,14,0.42105263157894735
Default,br.com.swconsultoria.nfe.schema.cce.TUfEmi,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.925,20,14,4,5,1.0
Default,br.com.swconsultoria.nfe.schema_4.consStatServ.ObjectFactory,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,27,24,3,7,1.0
Default,br.com.swconsultoria.nfe.schema.envEventoAtorInteressado.TEvento,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,539,539,47,135,0.7945205479452054
Default,br.com.swconsultoria.nfe.schema.cce.ObjectFactory,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,153,132,19,40,1.0
Default,br.com.swconsultoria.nfe.schema.envcce.TransformsType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,21,18,2,9,1.0
Default,br.com.swconsultoria.nfe.schema.envConfRecebto.SignatureType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,62,62,10,29,0.75
Default,br.com.swconsultoria.nfe.schema.envEventoCancSubst.TEnvEvento,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.96875,55,52,8,25,1.0
Default,br.com.swconsultoria.nfe.schema_4.consSitNFe.X509DataType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,20,20,3,10,1.0
Default,br.com.swconsultoria.nfe.schema_4.inutNFe.TInutNFe,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,405,404,42,131,0.7051282051282052
Default,br.com.swconsultoria.nfe.schema_4.enviNFe.TEnderEmi,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,349,349,33,88,0.9424083769633508
Default,br.com.swconsultoria.nfe.schema_4.retEnviNFe.TUfEmi,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.925,20,14,4,5,1.0
Default,br.com.swconsultoria.nfe.ConsultaCadastro,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.38170903954802254,101,26,2,7,0.0
Default,br.com.swconsultoria.nfe.schema.envEpec.TEvento,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,703,702,75,231,0.687960687960688
Default,br.com.swconsultoria.nfe.schema_4.consSitNFe.TUfEmi,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.925,20,14,4,5,1.0
Default,br.com.swconsultoria.nfe.schema_4.retConsSitNFe.TProcEvento,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,48,48,8,23,0.6666666666666666
Default,br.com.swconsultoria.nfe.schema_4.retConsSitNFe.X509DataType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,20,20,4,13,0.0
Default,br.com.swconsultoria.nfe.schema.retenvcce.ObjectFactory,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,153,132,21,44,1.0
Default,br.com.swconsultoria.nfe.schema.consCad.ObjectFactory,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,55,48,7,15,1.0
Default,br.com.swconsultoria.nfe.schema.envEventoCancNFe.TRetEnvEvento,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9861111111111112,210,207,24,68,0.9239130434782609
Default,br.com.swconsultoria.nfe.schema.eventoSuframaVistoria.TProcEvento,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,48,48,8,23,0.6666666666666666
Default,br.com.swconsultoria.nfe.schema.retenvcce.TretEvento,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,653,653,51,154,0.8287671232876712
Default,br.com.swconsultoria.nfe.schema.envEpec.TUfEmi,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.925,20,14,4,5,1.0
Default,br.com.swconsultoria.nfe.schema.envConfRecebto.KeyInfoType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,34,34,6,16,0.5
Default,br.com.swconsultoria.nfe.schema.resnfe.SignedInfoType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,108,108,15,40,1.0
Default,br.com.swconsultoria.nfe.schema.retEnvEpec.TransformType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9583333333333334,36,33,5,16,1.0
Default,br.com.swconsultoria.nfe.schema.envEventoCancNFe.SignedInfoType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,108,108,17,51,0.7
Default,br.com.swconsultoria.certificado.exception.CertificadoException,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,18,18,2,4,1.0
Default,br.com.swconsultoria.nfe.schema_4.consSitNFe.TRetCancNFe,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.998991935483871,273,272,20,56,0.7903225806451613
Default,br.com.swconsultoria.nfe.schema_4.retEnviNFe.TEnderEmi,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,349,349,35,92,0.837696335078534
Default,br.com.swconsultoria.nfe.schema.eventoSuframaVistoria.TretEvento,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,653,652,41,130,0.8584474885844748
Default,br.com.swconsultoria.nfe.schema.envConfRecebto.SignatureValueType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,35,35,7,21,0.5
Default,br.com.swconsultoria.nfe.schema.retConsCad.TConsCad,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,123,123,16,54,0.6774193548387096
Default,br.com.swconsultoria.nfe.schema.envEpec.TRetEnvEvento,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9861111111111112,210,207,23,65,1.0
Default,br.com.swconsultoria.nfe.schema.envEventoAtorInteressado.TRetEvento,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,521,521,38,127,0.8780487804878049
Default,br.com.swconsultoria.nfe.schema.resnfe.ReferenceType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,128,128,20,57,0.8571428571428571
Default,br.com.swconsultoria.nfe.util.XsdUtil,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,116,116,23,40,1.0
Default,br.com.swconsultoria.nfe.schema_4.retEnviNFe.TransformsType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,21,18,2,9,1.0
Default,br.com.swconsultoria.nfe.schema.envEventoCancNFe.TProcEvento,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,48,48,7,20,1.0
Default,br.com.swconsultoria.nfe.schema_4.consStatServ.TConsStatServ,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,89,89,12,32,1.0
Default,br.com.swconsultoria.nfe.schema_4.retConsSitNFe.SignatureType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,62,62,9,26,1.0
Default,br.com.swconsultoria.nfe.schema.envcce.TretEvento,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,653,653,39,124,0.860730593607306
Default,br.com.swconsultoria.nfe.schema_4.consSitNFe.TransformType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9583333333333334,36,33,5,16,1.0
Default,br.com.swconsultoria.nfe.schema.resnfe.ObjectFactory,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,97,84,12,25,1.0
Default,br.com.swconsultoria.nfe.schema.cce.TEvento,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,424,423,48,141,0.8153153153153153
Default,br.com.swconsultoria.nfe.dom.enuns.PessoaEnum,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,0,0,0,0,1.0
Default,br.com.swconsultoria.nfe.schema.cce.TRetEnvEvento,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9861111111111112,210,207,25,68,0.8478260869565217
Default,br.com.swconsultoria.nfe.schema_4.retEnviNFe.SignedInfoType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,108,108,13,37,1.0
Default,br.com.swconsultoria.nfe.schema_4.retConsSitNFe.TProtNFe,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9986979166666667,245,244,29,84,0.8958333333333334
Default,br.com.swconsultoria.nfe.schema.envConfRecebto.SignedInfoType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,108,108,13,36,1.0
Default,br.com.swconsultoria.nfe.schema.eventoSuframaInternaliza.TransformsType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,21,18,2,8,1.0
Default,br.com.swconsultoria.nfe.schema.envEventoAtorInteressado.ReferenceType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,128,128,19,53,0.8571428571428571
Default,br.com.swconsultoria.nfe.schema.epec.ObjectFactory,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,237,204,33,68,1.0
Default,br.com.swconsultoria.nfe.dom.enuns.DocumentoEnum,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8606060606060606,79,62,8,10,0.6666666666666666
Default,br.com.swconsultoria.nfe.schema.envConfRecebto.TEnvEvento,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.96875,55,52,8,25,1.0
Default,br.com.swconsultoria.nfe.schema_4.retInutNFe.TransformsType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,21,18,2,9,1.0
Default,br.com.swconsultoria.nfe.schema.retEnvConfRecebto.TransformType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9583333333333334,36,33,5,16,1.0
Default,br.com.swconsultoria.nfe.schema.resnfe.ResNFe,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,464,464,40,108,0.9566787003610109
Default,br.com.swconsultoria.nfe.schema.eventoSuframaInternaliza.TretEvento,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,653,653,54,177,0.6917808219178082
Default,br.com.swconsultoria.nfe.schema_4.retConsReciNFe.TransformType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9583333333333334,36,33,5,16,1.0
Default,br.com.swconsultoria.nfe.schema.retConsCad.TRetConsCad,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9948586118251928,656,637,74,208,0.699228791773779
Default,br.com.swconsultoria.nfe.schema.envEventoAtorInteressado.TRetEnvEvento,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9861111111111112,210,207,23,65,1.0
Default,br.com.swconsultoria.nfe.schema.cce.KeyInfoType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,34,34,6,17,0.5
Default,br.com.swconsultoria.nfe.schema.eventoSuframaInternaliza.TEnvEvento,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.96875,55,52,8,25,1.0
Default,br.com.swconsultoria.nfe.CartaCorrecao,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.765625,27,21,3,6,0.0
Default,br.com.swconsultoria.nfe.schema.retEnvEpec.TUfEmi,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.925,20,14,4,5,1.0
Default,br.com.swconsultoria.nfe.schema_4.retInutNFe.SignedInfoType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,108,108,18,54,0.5
Default,br.com.swconsultoria.nfe.util.ManifestacaoUtil,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6249649859943976,68,42,6,60,0.23529411764705882
Default,br.com.swconsultoria.nfe.dom.ConfiguracoesNfe,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.854126063265396,382,298,36,105,0.07228915662650602
Default,br.com.swconsultoria.nfe.schema_4.consReciNFe.TConsReciNFe,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,62,62,10,26,0.8
Default,br.com.swconsultoria.nfe.schema_4.enviNFe.ObjectFactory,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,958,822,130,269,1.0
Default,br.com.swconsultoria.nfe.schema_4.consReciNFe.SignatureValueType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,35,35,7,21,0.5
Default,br.com.swconsultoria.nfe.schema.epec.TRetEvento,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,531,531,36,115,0.6443768996960486
Default,br.com.swconsultoria.nfe.schema.cce.TUf,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.925,20,14,4,5,1.0
Default,br.com.swconsultoria.nfe.schema.eventoSuframaInternaliza.TProcEvento,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,48,48,9,26,0.3333333333333333
Default,br.com.swconsultoria.nfe.schema_4.consReciNFe.KeyInfoType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,34,34,5,15,1.0
Default,br.com.swconsultoria.nfe.schema_4.enviNFe.X509DataType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,20,20,3,10,1.0
Default,br.com.swconsultoria.nfe.schema.retEnvEventoAtorInteressado.TRetEvento,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,521,520,39,112,0.7560975609756098
Default,br.com.swconsultoria.nfe.schema.envConfRecebto.TransformsType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,21,18,2,8,1.0
Default,br.com.swconsultoria.nfe.schema_4.retConsSitNFe.TUf,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.925,20,14,4,5,1.0
Default,br.com.swconsultoria.nfe.schema.retEnvEpec.TEnvEvento,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.96875,55,52,8,25,1.0
Default,br.com.swconsultoria.nfe.schema.eventoCancSubst.TRetEnvEvento,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9861111111111112,210,207,26,72,0.7717391304347826
Default,br.com.swconsultoria.nfe.schema.retEnvEventoCancNFe.TransformType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9583333333333334,36,33,6,18,0.5
Default,br.com.swconsultoria.nfe.schema.eventoCancSubst.SignatureValueType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,35,35,6,18,1.0
Default,br.com.swconsultoria.nfe.schema_4.enviNFe.SignatureValueType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,35,35,6,18,1.0
Default,br.com.swconsultoria.nfe.schema.envcce.TUfEmi,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.925,20,14,4,5,1.0
Default,br.com.swconsultoria.nfe.schema.eventoSuframaVistoria.TRetEnvEvento,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9861111111111112,210,207,25,69,0.8478260869565217
Default,br.com.swconsultoria.nfe.schema_4.retEnviNFe.TProtNFe,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,365,364,31,91,0.7835051546391752
Default,br.com.swconsultoria.nfe.schema.resnfe.TransformsType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,21,18,2,10,1.0
Default,br.com.swconsultoria.nfe.schema.envcce.TEnvEvento,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.96875,55,52,8,25,1.0
Default,br.com.swconsultoria.nfe.schema.cce.ReferenceType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,128,128,22,65,0.7142857142857143
Default,br.com.swconsultoria.nfe.schema.eventoCancSubst.KeyInfoType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,34,34,6,17,0.5
Default,br.com.swconsultoria.nfe.schema.eventoCancNFe.TProcEvento,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,48,48,8,23,0.6666666666666666
Default,br.com.swconsultoria.nfe.schema.envEventoCancSubst.TRetEvento,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,521,521,33,94,0.7957317073170732
Default,br.com.swconsultoria.nfe.schema.envConfRecebto.TretEvento,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,653,630,36,112,0.6004566210045662
Default,br.com.swconsultoria.nfe.schema_4.inutNFe.TRetInutNFe,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,585,585,38,127,0.8503937007874016
Default,br.com.swconsultoria.nfe.schema.resevento.KeyInfoType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,34,34,6,17,0.5
Default,br.com.swconsultoria.nfe.dom.enuns.StatusEnum,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.828125,16,8,3,4,1.0
Default,br.com.swconsultoria.nfe.schema.envConfRecebto.TUfEmi,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.925,20,14,4,5,1.0
Default,br.com.swconsultoria.nfe.schema.envEventoCancSubst.TransformsType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,21,18,2,9,1.0
Default,br.com.swconsultoria.nfe.schema.eventoCancSubst.TEvento,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,544,536,40,110,0.6942675159235668
Default,br.com.swconsultoria.nfe.schema_4.retConsReciNFe.TRetEnviNFe,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,255,255,30,82,0.8888888888888888
Default,br.com.swconsultoria.nfe.schema.eventoSuframaInternaliza.TRetEnvEvento,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9861111111111112,210,207,24,66,0.9239130434782609
Default,br.com.swconsultoria.nfe.schema.eventoCancNFe.SignedInfoType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,108,108,15,41,0.8
